Name,Club,Nat,Height,Weight,Age,CA,PA,Acc,Agi,Bal,Jum,Nat.1,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,role_cluster,cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,pc1,pc2
Thiago,Liverpool,ESP,174,70,32,163,173,-0.1759336833140255,1.157458442855429,0.4907623797707018,-1.1759777779411165,-0.5092817148563892,-0.8426297463987529,0.1574143482283381,-1.5093258094834805,0.1574143482283381,0.8241104113130655,-0.5092817148563892,1.157458442855429,0.1574143482283381,0.4907623797707018,0.4907623797707018,1.157458442855429,-0.1759336833140255,0.4907623797707018,-0.1759336833140255,0.4907623797707018,1.490806474397793,0.4907623797707018,-0.8426297463987529,-0.1759336833140255,0.8241104113130655,-1.842673841025844,1.490806474397793,-0.5092817148563892,-1.1759777779411165,-0.8426297463987529,-2.842717935652935,-0.5092817148563892,1.157458442855429,-0.5092817148563892,0.1574143482283381,1.490806474397793,1,0.0032976283638122186,0.9882573929112302,1.5953283997298256e-11,0.002823756756933182,0.005621221952070738,2.91733547018896,3.180526738832169
Federico Valverde,R. Madrid,URU,182,78,24,168,175,1.5178326320608089,0.5916974667355698,0.5916974667355698,-0.7975052812522888,1.5178326320608089,1.5178326320608089,1.5178326320608089,0.1286298840729502,-0.7975052812522888,-0.3344376985896692,0.5916974667355698,-1.2605728639149083,-0.3344376985896692,-0.7975052812522888,0.5916974667355698,0.1286298840729502,-0.3344376985896692,0.1286298840729502,-0.7975052812522888,1.5178326320608089,-0.3344376985896692,1.5178326320608089,-0.3344376985896692,-0.7975052812522888,-0.7975052812522888,-0.3344376985896692,0.1286298840729502,0.1286298840729502,-0.7975052812522888,1.5178326320608089,-1.723640446577528,-0.3344376985896692,0.5916974667355698,-2.649775611902767,-0.3344376985896692,-0.3344376985896692,3,0.013389793444987851,8.781165648580293e-06,0.04141375725900376,0.9451465810513516,4.1087079008311796e-05,-1.203226781721494,-4.546261004001938
Jamal Musiala,FC Bayern,GER,184,72,20,158,185,0.3786412228313766,1.514564891325506,0.9466030570784414,-0.7572824456627528,0.3786412228313766,0.9466030570784414,0.0946603057078443,-1.0412633627862853,-0.189320611415688,0.3786412228313766,-0.189320611415688,0.3786412228313766,-0.189320611415688,0.0946603057078443,0.9466030570784414,1.514564891325506,-1.8932061141568823,0.0946603057078443,-1.0412633627862853,0.662622139954909,0.662622139954909,0.662622139954909,-1.3252442799098176,-1.3252442799098176,1.7985458084490384,0.0946603057078443,0.9466030570784414,-1.3252442799098176,-1.3252442799098176,0.0946603057078443,-1.8932061141568823,-1.0412633627862853,0.662622139954909,-0.4733015285392204,-0.7572824456627528,1.514564891325506,4,0.006025940026558143,0.009117285194446698,1.4996480086522466e-09,0.19561016360908867,0.7892466096702583,3.0328430176200287,-1.4410048600613912
Pedri,Barcelona,ESP,174,65,20,162,175,0.3672713557936044,0.8857720933845756,0.1080209869981188,-1.4474812257747949,0.3672713557936044,0.1080209869981188,0.8857720933845756,-1.1882308569793092,-0.6697301193883379,1.145022462180061,-0.4104797505928523,0.8857720933845756,0.3672713557936044,0.8857720933845756,0.3672713557936044,1.145022462180061,-0.6697301193883379,0.1080209869981188,-1.1882308569793092,0.1080209869981188,1.4042728309755468,0.6265217245890901,-0.9289804881838236,0.6265217245890901,1.145022462180061,-0.6697301193883379,1.4042728309755468,-0.9289804881838236,-1.7067315945702803,-0.6697301193883379,-1.965981963365766,-1.7067315945702803,1.145022462180061,-0.4104797505928523,-0.9289804881838236,1.4042728309755468,1,0.000780466269988103,0.5893009811149019,1.8038168822068588e-13,0.009140274488123186,0.400778278126806,3.975566019436373,1.9084790706911314
İlkay Gündoğan,Barcelona,GER,180,80,32,167,167,0.1426444433565576,0.9326752065621088,0.1426444433565576,-1.4374170830545443,-0.2523709382462178,-0.2523709382462178,0.9326752065621088,-0.2523709382462178,0.5376598249593332,1.3276905881648842,-0.2523709382462178,0.9326752065621088,0.1426444433565576,0.1426444433565576,0.5376598249593332,-0.2523709382462178,0.1426444433565576,0.9326752065621088,-0.2523709382462178,0.9326752065621088,0.9326752065621088,0.5376598249593332,-1.4374170830545443,-1.0424017014517688,0.1426444433565576,-0.2523709382462178,1.3276905881648842,0.5376598249593332,-2.622463227862871,-0.6473863198489934,-3.0174786094656465,-1.0424017014517688,0.9326752065621088,0.1426444433565576,-0.2523709382462178,0.9326752065621088,1,0.07177071703132365,0.8667352353248607,5.7459856438296405e-08,0.0419631214807167,0.019530868703241992,1.920673849011879,1.7656170536422282
Frenkie de Jong,Barcelona,NED,181,69,26,165,181,0.2308082549059378,0.923233019623752,0.577020637264845,-1.1540412745296906,-0.1154041274529692,-0.1154041274529692,0.2308082549059378,-0.8078288921707835,-1.5002536568885976,1.269445401982659,-1.1540412745296906,0.923233019623752,0.2308082549059378,0.923233019623752,0.577020637264845,0.577020637264845,-0.4616165098118763,0.577020637264845,0.2308082549059378,1.269445401982659,1.6156577843415665,-0.1154041274529692,-0.4616165098118763,-0.1154041274529692,0.923233019623752,-0.8078288921707835,1.269445401982659,-0.1154041274529692,-1.1540412745296906,-1.1540412745296906,-2.538890803965319,-1.5002536568885976,1.269445401982659,-0.8078288921707835,-0.8078288921707835,1.269445401982659,1,0.0006838819738338522,0.9913197018541513,2.4955348826468165e-13,0.001203354302477303,0.0067930618692877255,3.4759563053823874,3.5367534562041407
Casemiro,Man UFC,BRA,185,84,31,157,170,-1.174709073154691,-1.174709073154691,0.500123664808433,0.0814154803176519,-0.75600088866391,-0.75600088866391,0.0814154803176519,1.3375400337899948,1.756248218280776,1.3375400337899948,1.3375400337899948,-0.75600088866391,0.500123664808433,-0.337292704173129,1.3375400337899948,-0.75600088866391,1.3375400337899948,-0.337292704173129,0.918831849299214,1.3375400337899948,-0.337292704173129,0.918831849299214,-1.593417257645472,-1.174709073154691,-1.174709073154691,-1.174709073154691,0.0814154803176519,-1.593417257645472,0.918831849299214,0.0814154803176519,-1.593417257645472,0.0814154803176519,0.0814154803176519,-0.337292704173129,0.918831849299214,0.0814154803176519,2,0.014320851770165496,3.4351075886267434e-07,0.9830971458110584,0.002581658908017136,1.5782890704923688e-16,-4.980095920970516,0.7473240240645621
Thomas Müller,FC Bayern,GER,185,76,33,155,174,-0.5830418852345342,-0.5830418852345342,0.8162586393283483,-0.2332167540938135,1.5159089016097895,-0.2332167540938135,0.8162586393283483,-0.9328670163752548,0.4664335081876277,0.8162586393283483,0.116608377046907,0.8162586393283483,0.4664335081876277,0.116608377046907,1.5159089016097895,-0.5830418852345342,1.166083770469069,0.8162586393283483,-0.9328670163752548,1.86573403275051,0.8162586393283483,1.166083770469069,-0.9328670163752548,0.8162586393283483,-0.9328670163752548,-0.5830418852345342,0.116608377046907,-1.9823424097974165,0.116608377046907,-0.9328670163752548,-2.332167540938137,-1.632517278656696,0.4664335081876277,-0.2332167540938135,-0.9328670163752548,-0.2332167540938135,0,0.8305772787695587,0.0151649271173751,0.038508351416171996,0.11574732891213826,2.1137847561822923e-06,-1.288817975620905,0.607487583557848
Leon Goretzka,FC Bayern,GER,189,82,28,157,170,-0.6819530832417536,-1.0779258412530943,0.5059651907922693,0.9019379488036104,-0.6819530832417536,0.5059651907922693,1.2979107068149514,1.2979107068149514,0.1099924327809283,0.9019379488036104,0.9019379488036104,-0.2859803252304126,0.1099924327809283,0.1099924327809283,1.6938834648262924,-0.6819530832417536,0.1099924327809283,0.9019379488036104,-0.2859803252304126,0.9019379488036104,0.1099924327809283,1.2979107068149514,-2.2658441152871176,-1.4738985992644356,-0.6819530832417536,-1.0779258412530943,0.5059651907922693,-1.4738985992644356,0.9019379488036104,0.1099924327809283,-2.2658441152871176,-0.6819530832417536,0.5059651907922693,-1.0779258412530943,0.5059651907922693,0.5059651907922693,2,0.11772723375920256,9.704743276323187e-05,0.8380928323059573,0.04408288596326372,5.388129807051251e-10,-3.124101945708783,-0.32179561995808437
Toni Kroos,R. Madrid,GER,183,76,33,156,176,-0.8189887216537084,-1.0945363289390684,-0.2678935070829886,-0.8189887216537084,-0.2678935070829886,-0.8189887216537084,-0.8189887216537084,0.0076541002023713,-1.0945363289390684,0.8342969220584511,-1.0945363289390684,1.385392136629171,0.2832017074877312,1.109844529343811,-0.8189887216537084,-0.5434411143683485,-0.2678935070829886,0.5587493147730912,0.0076541002023713,0.8342969220584511,1.385392136629171,-0.8189887216537084,1.6609397439145308,1.385392136629171,0.0076541002023713,0.0076541002023713,1.385392136629171,0.2832017074877312,-1.645631543509788,1.109844529343811,-1.3700839362244284,-1.3700839362244284,1.9364873511998908,0.0076541002023713,-1.0945363289390684,0.8342969220584511,1,5.984843852086755e-06,0.9996004372334836,1.6292367640469323e-18,4.2652628308927846e-05,0.00035092529435497565,4.68339822331056,5.520215980433843
David Alaba,R. Madrid,AUT,180,78,31,159,174,0.8019740601555597,-0.54086622661654,0.1305539167695098,-1.21228637000259,2.8162344903137093,0.8019740601555597,0.1305539167695098,-0.54086622661654,-0.54086622661654,0.1305539167695098,-1.21228637000259,0.1305539167695098,0.1305539167695098,0.1305539167695098,1.4733942035416097,-1.21228637000259,0.8019740601555597,0.1305539167695098,0.8019740601555597,0.8019740601555597,-0.54086622661654,0.1305539167695098,-1.21228637000259,-1.21228637000259,-1.21228637000259,-2.5551266567746898,0.8019740601555597,0.8019740601555597,-0.54086622661654,0.1305539167695098,-0.54086622661654,0.1305539167695098,1.4733942035416097,0.1305539167695098,-0.54086622661654,0.8019740601555597,0,0.8664712910576087,0.04565798881947544,0.006089702905994296,0.08177449588397069,6.521332950779308e-06,-0.774143511717778,1.1726436682562518
Hakan Çalhanoğlu,Inter,TUR,178,69,29,160,160,-0.3743529619759142,0.1871764809879568,-0.3743529619759142,-1.778176569385592,0.748705923951828,-0.3743529619759142,-0.0935882404939786,-1.216647126421721,-0.6551176834578498,0.1871764809879568,-0.9358824049397854,1.0294706454337634,-0.0935882404939786,0.4679412024698924,-0.3743529619759142,0.748705923951828,-0.9358824049397854,-0.0935882404939786,-0.3743529619759142,1.0294706454337634,1.0294706454337634,-0.6551176834578498,1.5910000883976343,1.0294706454337634,-0.6551176834578498,-0.0935882404939786,1.0294706454337634,0.748705923951828,-1.778176569385592,1.0294706454337634,-2.6204707338313984,-0.9358824049397854,1.310235366915699,1.5910000883976343,-0.0935882404939786,0.748705923951828,1,0.00010795249052237388,0.6814127391070769,7.859216068042518e-16,0.002982715473669546,0.31549659292873006,4.630781585357522,2.5430163588260477
Adrien Rabiot,Juventus,FRA,188,71,28,156,159,-0.2423455124884911,-0.6389108965605677,0.9473506397277388,0.1542198715835855,1.740481407871892,0.9473506397277388,1.740481407871892,1.740481407871892,-0.6389108965605677,-0.2423455124884911,0.1542198715835855,-0.2423455124884911,-0.6389108965605677,-1.0354762806326443,-1.432041664704721,-1.432041664704721,0.1542198715835855,0.1542198715835855,0.9473506397277388,1.3439160237998151,-0.6389108965605677,0.9473506397277388,-1.0354762806326443,0.1542198715835855,-0.2423455124884911,-0.2423455124884911,0.550785255655662,-1.8286070487767976,0.1542198715835855,0.1542198715835855,-2.2251724328488742,-1.0354762806326443,0.9473506397277388,-0.6389108965605677,0.9473506397277388,0.550785255655662,2,0.15798474204210777,0.0003622856227579231,0.5292684759683423,0.3123837132295146,7.83137277398487e-07,-2.2108228509120367,-1.7136225239624556
Luis Alberto,Lazio,ESP,183,74,30,153,160,-0.7327078054007161,-0.4295183686831783,-0.4295183686831783,-1.0358972421182535,0.4800499414694349,-0.7327078054007161,-0.1263289319656405,-0.4295183686831783,-0.4295183686831783,0.4800499414694349,-0.1263289319656405,-0.1263289319656405,-0.1263289319656405,0.7832393781869728,1.0864288149045105,1.995997125057124,0.1768605047518972,0.4800499414694349,-1.0358972421182535,0.7832393781869728,1.3896182516220483,0.4800499414694349,0.4800499414694349,-0.4295183686831783,0.4800499414694349,0.4800499414694349,1.0864288149045105,0.1768605047518972,-2.2486549889884047,0.7832393781869728,-2.8550338624234803,-1.6422761155533294,1.0864288149045105,0.4800499414694349,-1.0358972421182535,0.7832393781869728,4,0.0005217581526761003,0.17124255876400218,1.3932834466354008e-13,0.013800554738241573,0.8144351283449406,4.134063851844409,1.0686430979405184
Aurélien Tchouameni,R. Madrid,FRA,188,82,23,157,177,0.1746075739423945,0.1746075739423945,0.5238227218271837,0.1746075739423945,0.8730378697119728,0.1746075739423945,1.222253017596762,0.8730378697119728,0.8730378697119728,0.8730378697119728,0.8730378697119728,0.5238227218271837,0.1746075739423945,0.5238227218271837,0.8730378697119728,-0.1746075739423945,-0.8730378697119728,-0.1746075739423945,0.5238227218271837,0.5238227218271837,0.1746075739423945,0.8730378697119728,-1.92068331336634,-1.222253017596762,-0.5238227218271837,-2.619113609135918,0.1746075739423945,-2.619113609135918,0.1746075739423945,-0.1746075739423945,-1.92068331336634,0.5238227218271837,0.5238227218271837,-1.222253017596762,0.8730378697119728,0.1746075739423945,2,0.08150178660750336,1.68080766173034e-05,0.9086789949556784,0.009802410359539954,6.610701071832203e-13,-3.8201039865259068,0.6757218495258738
Christopher Nkunku,Chelsea,FRA,178,68,25,162,172,0.6010258391660604,0.9391028736969692,-0.4132052644266661,-1.089359333488484,-0.0751282298957572,0.9391028736969692,0.2629488046351516,-0.4132052644266661,0.2629488046351516,0.9391028736969692,-0.4132052644266661,0.9391028736969692,-0.4132052644266661,-0.0751282298957572,0.6010258391660604,1.277179908227878,-1.7655134025503014,1.277179908227878,-1.7655134025503014,-0.4132052644266661,0.6010258391660604,-0.4132052644266661,0.6010258391660604,-0.4132052644266661,0.9391028736969692,0.2629488046351516,0.6010258391660604,0.9391028736969692,-0.4132052644266661,0.2629488046351516,-2.779744506143028,-1.7655134025503014,0.6010258391660604,0.6010258391660604,-1.7655134025503014,0.9391028736969692,4,9.836578743528666e-05,0.0013576365884317623,1.1104821547867513e-14,0.0470804402966808,0.9514635573274413,4.863759429488355,-1.387314515371966
Koke,A. Madrid,ESP,178,73,31,157,162,-0.2354333472898225,-0.6592133724115032,0.6121267029535389,-1.9305534477765456,0.1883466778318581,-0.2354333472898225,0.6121267029535389,-0.6592133724115032,0.1883466778318581,0.6121267029535389,0.6121267029535389,0.6121267029535389,0.6121267029535389,0.6121267029535389,1.0359067280752197,-1.5067734226548648,1.0359067280752197,-0.2354333472898225,0.6121267029535389,1.4596867531969004,0.6121267029535389,1.0359067280752197,0.6121267029535389,0.6121267029535389,-0.2354333472898225,-0.6592133724115032,0.1883466778318581,0.1883466778318581,-1.9305534477765456,0.1883466778318581,-3.2018935231415875,-0.6592133724115032,1.0359067280752197,-1.5067734226548648,0.1883466778318581,0.1883466778318581,0,0.8584880297684998,0.10837365408630308,0.0008566536488349395,0.03227947170006979,2.1907962920306896e-06,-0.44487013064375275,2.276282744065469
Bruno Guimarães,Newcastle,BRA,182,74,25,165,170,-0.3838136512627618,-0.3838136512627618,0.3630669674107201,-0.7572539605995028,-0.0103733419260208,-1.1306942699362437,-0.0103733419260208,-0.0103733419260208,1.483387895420943,0.736507276747461,0.3630669674107201,1.483387895420943,0.3630669674107201,0.3630669674107201,-0.0103733419260208,-0.0103733419260208,-0.7572539605995028,-0.0103733419260208,0.736507276747461,0.3630669674107201,1.109947586084202,0.736507276747461,-1.1306942699362437,-0.7572539605995028,0.736507276747461,-0.3838136512627618,1.483387895420943,-0.7572539605995028,-1.1306942699362437,-0.7572539605995028,-3.3713361259566894,-0.3838136512627618,1.483387895420943,-1.1306942699362437,-0.0103733419260208,1.483387895420943,1,0.1710549699371797,0.8219012164497443,4.3867089618894247e-07,0.007027520254552654,1.5854687627093548e-05,1.031307634534799,3.727859709779162
Trent Alexander-Arnold,Liverpool,ENG,180,70,24,162,174,0.2100041565247854,0.2100041565247854,0.2100041565247854,-1.1241398966915008,0.6547188409302143,0.2100041565247854,0.2100041565247854,0.2100041565247854,-0.6794252122860721,0.2100041565247854,-1.1241398966915008,1.099433525335643,-0.6794252122860721,0.2100041565247854,-0.2347105278806433,-0.2347105278806433,-0.2347105278806433,0.6547188409302143,-1.5688545810969297,1.099433525335643,1.5441482097410717,-0.2347105278806433,0.2100041565247854,1.5441482097410717,-0.6794252122860721,-2.4582839499077873,1.5441482097410717,0.2100041565247854,-1.1241398966915008,-0.6794252122860721,0.2100041565247854,-1.5688545810969297,1.9888628941465003,-0.6794252122860721,-0.6794252122860721,1.5441482097410717,1,0.0008148381441145234,0.9313399421836625,2.528898088629794e-13,0.0035230925049880685,0.06432212716698213,3.707919045928656,2.7443269816669837
Kai Havertz,Arsenal,GER,191,84,24,152,180,0.5260612448940117,0.1395672690535132,0.1395672690535132,0.5260612448940117,1.2990491965750086,0.5260612448940117,0.9125552207345102,0.1395672690535132,-0.6334206826274839,0.9125552207345102,-0.6334206826274839,-0.6334206826274839,-1.0199146584679823,0.5260612448940117,-1.0199146584679823,0.9125552207345102,-2.179396585989478,0.9125552207345102,-0.6334206826274839,0.9125552207345102,0.9125552207345102,0.1395672690535132,-1.0199146584679823,-1.0199146584679823,0.5260612448940117,-0.6334206826274839,1.6855431724155072,-0.6334206826274839,0.5260612448940117,-0.6334206826274839,-1.7929026101489791,-1.7929026101489791,1.2990491965750086,0.1395672690535132,-1.0199146584679823,1.6855431724155072,4,0.01524979521406237,0.165355782234311,1.8687295711247042e-09,0.11104190845437723,0.7083525122285199,2.8482689369078895,0.10504338913909693
Christian Eriksen,Man UFC,DEN,178,76,31,146,170,-0.4610722207222733,-0.0063160578181135,-0.0063160578181135,-0.9158283836264332,1.130574349442286,-0.2336941392701934,-0.0063160578181135,-1.143206465078513,-1.143206465078513,0.4484401050860463,-1.370584546530593,0.6758181865381262,0.4484401050860463,0.903196267990206,0.903196267990206,0.4484401050860463,-0.9158283836264332,0.2210620236339664,-1.143206465078513,1.130574349442286,1.130574349442286,-0.0063160578181135,0.6758181865381262,0.6758181865381262,-0.2336941392701934,0.4484401050860463,1.357952430894366,0.6758181865381262,-2.0527187908868325,0.4484401050860463,-2.0527187908868325,-1.825340709434753,1.130574349442286,0.903196267990206,-1.370584546530593,1.130574349442286,4,7.472813330260578e-05,0.45012130012527485,3.18282344884508e-16,0.0036353017395615492,0.5461686700018604,4.824011534838948,2.216923737657316
